Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-31,0.775272275,0.803638182,0.771754547,0.775238183,0,0,0
2012-02-29,0.755895243,0.758765524,0.753081285,0.756057617,0,0,0
2012-03-31,0.756720906,0.759934504,0.754233412,0.756705455,0,0,0
2012-04-30,0.759495721,0.762327382,0.757445526,0.759511908,0,0,0
2012-05-31,0.78029043,0.78365683,0.778389223,0.780286522,0,0,0
2012-06-30,0.797407621,0.80094424,0.794017142,0.797395238,0,0,0
2012-07-31,0.812822721,0.816781551,0.810290957,0.812828178,0,0,0
2012-08-31,0.806959129,0.809549648,0.803388526,0.806951735,0,0,0
2012-09-30,0.777903491,0.780212104,0.774736145,0.777912992,0,0,0
2012-10-31,0.771417387,0.773429832,0.768644297,0.771406956,0,0,0
2012-11-30,0.779034092,0.781370957,0.77700677,0.779026817,0,0,0
2012-12-31,0.762249994,0.763895845,0.759977394,0.762263003,0,0,0
2013-01-31,0.752890001,0.754834437,0.750160269,0.752891737,0,0,0
2013-02-28,0.748296499,0.751194352,0.74586415,0.748281509,0,0,0
2013-03-31,0.771638572,0.774536525,0.768919621,0.771649046,0,0,0
2013-04-30,0.768700906,0.770914636,0.765673177,0.768676815,0,0,0
2013-05-31,0.77013087,0.772859475,0.76724756,0.770155653,0,0,0
2013-06-30,0.758080509,0.760879296,0.755381656,0.758056006,0,0,0
2013-07-31,0.763991312,0.767017556,0.762098048,0.763959131,0,0,0
2013-08-31,0.750582728,0.753127366,0.748849227,0.750593643,0,0,0
2013-09-30,0.749236669,0.750747238,0.747292998,0.749223334,0,0,0
2013-10-31,0.733160455,0.734871228,0.730963821,0.733160905,0,0,0
2013-11-30,0.741017611,0.743494661,0.739200144,0.740983336,0,0,0
2013-12-31,0.730120908,0.731599456,0.728111779,0.730135907,0,0,0
2014-01-31,0.733595656,0.735854392,0.731893521,0.733593917,0,0,0
2014-02-28,0.732472491,0.733816203,0.730289701,0.732474998,0,0,0
2014-03-31,0.72330285,0.724787431,0.721642798,0.723308569,0,0,0
2014-04-30,0.724348632,0.725424815,0.722675272,0.724317724,0,0,0
2014-05-31,0.727525912,0.729156906,0.726432234,0.727526359,0,0,0
2014-06-30,0.735491429,0.737017527,0.733978291,0.735467144,0,0,0
2014-07-31,0.73798956,0.739481739,0.737340917,0.737982177,0,0,0
2014-08-31,0.75060476,0.752198807,0.749348093,0.750594764,0,0,0
2014-09-30,0.774240911,0.776820272,0.772750911,0.774242268,0,0,0
2014-10-31,0.788426954,0.791605872,0.785957562,0.788425218,0,0,0
2014-11-30,0.801521501,0.804188347,0.798934501,0.801525497,0,0,0
2014-12-31,0.811538264,0.814368087,0.808809871,0.811528253,0,0,0
2015-01-31,0.858029089,0.863331044,0.854788591,0.858125906,0,0,0
2015-02-28,0.88075501,0.884237102,0.877230453,0.8806685,0,0,0
2015-03-31,0.922254086,0.928389129,0.917508865,0.92233637,0,0,0
2015-04-30,0.92633136,0.930648048,0.920313364,0.926343644,0,0,0
2015-05-31,0.895787619,0.900684476,0.891138426,0.895757621,0,0,0
2015-06-30,0.89181909,0.896674503,0.886317272,0.891814541,0,0,0
2015-07-31,0.909227822,0.912817439,0.904263439,0.909234342,0,0,0
2015-08-31,0.898316188,0.90265471,0.893281613,0.898241903,0,0,0
2015-09-30,0.890064543,0.894023039,0.886727547,0.890095456,0,0,0
2015-10-31,0.890660001,0.8935531,0.886680045,0.890642283,0,0,0
2015-11-30,0.930443329,0.934607477,0.928182199,0.930433813,0,0,0
2015-12-31,0.918780433,0.922105911,0.914717781,0.918813485,0,0,0
2016-01-31,0.920238572,0.924211908,0.916916762,0.920205241,0,0,0
2016-02-29,0.901056659,0.905339428,0.897121764,0.901093801,0,0,0
2016-03-31,0.899512177,0.902989219,0.896334132,0.899438267,0,0,0
2016-04-30,0.881946669,0.884588134,0.878431289,0.881918572,0,0,0
2016-05-31,0.884042274,0.886471643,0.881520672,0.883969093,0,0,0
2016-06-30,0.889393638,0.893992267,0.885600003,0.889482731,0,0,0
2016-07-31,0.904140955,0.906552139,0.900941338,0.904107622,0,0,0
2016-08-31,0.892365217,0.894530695,0.889726737,0.892380435,0,0,0
2016-09-30,0.891854999,0.894132728,0.88904782,0.891820455,0,0,0
2016-10-31,0.906130944,0.909302524,0.904117286,0.906148093,0,0,0
2016-11-30,0.925890451,0.92972323,0.921680911,0.925878181,0,0,0
2016-12-31,0.948746814,0.952030182,0.944859591,0.948682725,0,0,0
2017-01-31,0.941517269,0.945169825,0.937775008,0.941538645,0,0,0
2017-02-28,0.938993505,0.942213503,0.936656001,0.938943505,0,0,0
2017-03-31,0.935788269,0.937939564,0.933285648,0.935743042,0,0,0
2017-04-30,0.9334775,0.935817999,0.931024849,0.933504498,0,0,0
2017-05-31,0.905837388,0.907864786,0.902540479,0.90581217,0,0,0
2017-06-30,0.890664084,0.892778185,0.887922867,0.890618639,0,0,0
2017-07-31,0.868103999,0.870753002,0.865148795,0.868116,0,0,0
2017-08-31,0.846257391,0.849656432,0.843938566,0.846245216,0,0,0
2017-09-30,0.839590481,0.841839529,0.836621003,0.83956524,0,0,0
