TIME,2012-Q1,,2012-Q2,,2012-Q3,,2012-Q4,,2013-Q1,,2013-Q2,,2013-Q3,,2013-Q4,,2014-Q1,,2014-Q2,,2014-Q3,,2014-Q4,,2015-Q1,,2015-Q2,,2015-Q3,,2015-Q4,,2016-Q1,,2016-Q2,,2016-Q3,,2016-Q4,,2017-Q1,,2017-Q2,,2017-Q3,,2017-Q4,,2018-Q1,,2018-Q2,,2018-Q3,,2018-Q4,,2019-Q1,,2019-Q2,,2019-Q3,,2019-Q4,,2020-Q1,,2020-Q2,,2020-Q3,,2020-Q4,,2021-Q1,,2021-Q2,,2021-Q3,,2021-Q4,,2022-Q1,,2022-Q2,,2022-Q3,,2022-Q4,,2023-Q1,,2023-Q2,,2023-Q3,
European Union - 27 countries (from 2020),99.260,,101.238,,100.608,,103.424,,97.630,,101.104,,101.146,,104.285,,99.432,,102.312,,102.742,,106.110,,101.484,,104.635,,105.049,,108.814,,103.449,,107.216,,106.754,,110.845,,106.589,,109.691,,109.992,,114.159,,109.022,,112.436,,111.887,,116.183,,111.127,,114.230,,114.529,,117.762,,108.676,,98.945,,110.294,,113.966,,108.488,,113.426,,115.696,,120.120,,114.710,,118.202,,118.703,,121.809,,116.257,,118.432,,118.504,
